BOS 现在的交易费率是多少？ EOS\	O B-trading_time I-trading_time I-trading_time B-subject I-subject I-subject I-subject O O O O commission_cal
BOS 我帐户交易费率是多少 EOS\	O O B-subject I-subject B-subject I-subject I-subject I-subject O O O commission_cal
BOS 我的交易佣金是多少， EOS\	O B-subject I-subject B-subject I-subject I-subject I-subject O O O O commission_cal
BOS 我想问下我的帐户交易费率是多少？ EOS\	O O B-action I-action I-action B-subject I-subject I-subject I-subject B-subject I-subject I-subject I-subject O O O O commission_cal
BOS 有人吗 我想问一下买入和卖出的手续费 EOS\	O O O O O O B-action I-action I-action I-action B-action I-action I-action I-action I-action O B-subject I-subject I-subject commission_cal
BOS 我想查一下我的佣金是什么比例 EOS\	O O O B-action I-action I-action B-subject I-subject I-subject I-subject O B-object I-object I-object I-object commission_cal
BOS 的账号手续费是多少的 EOS\	O O B-subject I-subject B-subject I-subject I-subject O O O O commission_cal
BOS 手续费是多少钱 EOS\	O B-subject I-subject I-subject O B-object I-object I-object commission_cal
BOS 不记得佣金是多少了 EOS\	O O O O B-subject I-subject B-object I-object I-object O commission_cal
BOS 怎么知道我现在的佣金是多少？ EOS\	O B-channel I-channel I-channel I-channel O B-trading_time I-trading_time I-trading_time B-subject I-subject B-object I-object I-object O commission_cal
BOS 您好，为什么我的股票交易佣金还是千分之三 EOS\	O O O O O O O B-subject I-subject I-subject I-subject B-object I-object I-object I-object O O O O O O commission_cal
BOS 请问一下我的佣金是多少？？ EOS\	O O O O O O O O O O O O O O commission_cal
BOS 我交易的佣金或手续费率是百分之几？谢谢 EOS\	O O O O O O O O O O O O O O O O O O O O commission_cal
BOS 我的手续费是多少？ EOS\	O O O O O O O O O O commission_cal
BOS 万几呀 EOS\	O O O O commission_cal
BOS 我的交易费是多少 EOS\	O O O O O O O O O commission_cal
BOS 你好，我现在的手续费是多少？ EOS\	O O O O O O O O O O O O O O O commission_cal
BOS 你好，我现在的手续费是多少？ EOS\	O O O O O O O O O O O O O O O commission_cal
BOS 我交易的佣金或手续费率是百分之几？谢谢 EOS\	O O O O O O O O O O O O O O O O O O O O commission_cal
BOS 你好，我的股票交易手续费是多少？ EOS\	O O O O O O O O O O O O O O O O O commission_cal
BOS 现在的交易费是多少？ EOS\	O O O O O O O O O O O commission_cal
BOS 肖经理：您好！为什么我的股票交易佣金还是千分之三，如何修改？ EOS\	O O O O O O O O O O O B-subject I-subject I-subject I-subject B-subject I-subject I-subject I-subject O O B-object I-object I-object I-object O B-action I-action I-action I-action O commission_cal
BOS 请问，现在的佣金是多少？ EOS\	O O O O B-trading_time I-trading_time I-trading_time B-subject I-subject O O O O commission_cal
BOS 请问，我的交易费率是多少？ EOS\	O O O O B-subject I-subject B-object I-object I-object I-object O O O O commission_cal
BOS 交易手续费是万几 EOS\	O B-action I-action B-subject I-subject I-subject O B-object I-object commission_cal
BOS 在吗，我这里的手续费怎么这么高，能降点下来吗 EOS\	O O O O O O O O B-subject I-subject I-subject O O O O B-action O O O O O O O commission_cal
BOS 请问我现在佣金是多少 EOS\	O O O B-trading_time I-trading_time I-trading_time B-subject I-subject O O O commission_cal
BOS 收多少 EOS\	O B-action B-object I-object commission_cal
BOS 能查下我买卖股票的手续费多少？ EOS\	O O B-action I-action O B-action I-action B-subject I-subject O B-object I-object I-object O O O commission_cal
BOS 交易费是多少 EOS\	O B-subject I-subject I-subject B-object I-object I-object commission_cal
BOS 费率多少？ EOS\	O B-subject I-subject O O O commission_cal
BOS 你好：为什么我的交易费高 EOS\	O O O O O O O B-subject I-subject I-subject I-subject I-subject O commission_cal
BOS 帮我查下我的佣金多少吗 EOS\	O B-action I-action I-action I-action B-subject I-subject I-subject I-subject O O O commission_cal
BOS 你好，你们的佣金是固定的吗？ EOS\	O O O O B-subject I-subject I-subject I-subject I-subject O B-trend I-trend O O O commission_cal
BOS 我的佣金是多少 EOS\	O B-subject I-subject I-subject I-subject O O O commission_cal
BOS 手续费具体是什么样子的 EOS\	O B-subject I-subject I-subject O O O B-trend I-trend I-trend I-trend O commission_cal
BOS 我的手续费是多少   开户后 还没用过 EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O B-action I-action I-action O O O O O O commission_cal
BOS 请问我的帐户目前的手续费佣金是多少 EOS\	O O O B-subject I-subject I-subject I-subject B-trading_time I-trading_time O B-object I-object I-object I-object I-object O O O commission_cal
BOS 我的佣金现在是多少 EOS\	O B-subject I-subject I-subject I-subject B-trading_time I-trading_time B-object I-object I-object commission_cal
BOS 请问我的费率 EOS\	O B-action I-action B-subject I-subject I-subject I-subject commission_cal
BOS 手续费只有万分之三吗 EOS\	O B-subject I-subject I-subject O O B-trend I-trend I-trend I-trend O commission_cal
BOS 你好 交易佣金多少 EOS\	O O O O B-subject I-subject I-subject I-subject O O commission_cal
BOS 现在我的账户交易手续费是多少？ EOS\	O B-trading_time I-trading_time O O B-subject I-subject B-object I-object I-object I-object I-object O O O O commission_cal
BOS 我的帐户交l易佣金是多少 EOS\	O B-subject I-subject I-subject I-subject O O O B-object I-object O O O commission_cal
BOS 我申请降交易费，因为现在我这个老客户交易费是新开户的3倍。 EOS\	O O B-action I-action B-action B-object I-object I-object O O O B-trading_time I-trading_time O O O B-subject I-subject I-subject B-object I-object I-object O B-subject I-subject I-subject O B-trend I-trend O commission_cal
BOS 交易费能降点吗。 EOS\	O B-subject I-subject I-subject O B-trend I-trend O O commission_cal
BOS 帮我查一下我的手续费是多少？ EOS\	O O O B-action I-action I-action B-subject I-subject I-subject I-subject I-subject O O O O commission_cal
BOS 我现在佣金是多少 EOS\	O O B-trading_time I-trading_time B-subject I-subject I-subject I-subject I-subject commission_cal
BOS 我这帐号佣金是多少 EOS\	O B-subject I-subject I-subject I-subject B-subject I-subject O O O commission_cal
BOS 你好！我不知道我现在的佣金多少？ EOS\	O O O O O O O O B-trading_time I-trading_time I-trading_time O B-subject I-subject I-subject I-subject O commission_cal
BOS 佣金多少 EOS\	O B-subject I-subject I-subject I-subject commission_cal
BOS 想问下佣金多少 EOS\	O O B-action I-action B-subject I-subject O O commission_cal
BOS 请问我的股票买卖费用怎么收取的 EOS\	O B-action I-action B-subject I-subject I-subject I-subject B-object I-object I-object I-object O O B-action I-action O commission_cal
BOS 佣金多少 EOS\	O B-subject I-subject I-subject I-subject commission_cal
BOS 你好，现在手续费一般是多少？ EOS\	O O O O B-trading_time I-trading_time B-subject I-subject I-subject O O B-trend I-trend I-trend O commission_cal
BOS 那查佣金怎么查 EOS\	O O B-action B-subject I-subject B-channel I-channel I-channel commission_cal
BOS 你好，我的过户费和佣金是多少 EOS\	O O O O B-subject I-subject I-subject I-subject I-subject O B-subject I-subject O O O commission_cal
BOS 我能查下现在的佣金吗？我感觉你们没给我降 EOS\	O O O B-action I-action B-trading_time I-trading_time O B-subject I-subject O O O O O B-subject I-subject O B-action I-action I-action commission_cal
BOS 我的交易手续费是多少是多少 EOS\	O B-subject I-subject I-subject I-subject I-subject I-subject I-subject O O O O O O commission_cal
BOS 您好。我的手续费多少 EOS\	O O O O B-subject I-subject I-subject I-subject I-subject O O commission_cal
BOS 我们的服务费是多少 EOS\	O B-subject I-subject O B-object I-object I-object O O O commission_cal
BOS 我的交易佣金是多少？ EOS\	O B-subject I-subject I-subject I-subject I-subject I-subject O O O O commission_cal
BOS 咱这边交易费率到底是多少 EOS\	O B-subject I-subject I-subject B-object I-object I-object I-object O O O O O commission_cal
BOS 佣金是千分之三是吗 EOS\	O B-subject I-subject O B-object I-object I-object I-object O O commission_cal
BOS 手续费怎么这么高吖 EOS\	O B-subject I-subject I-subject O O B-trend I-trend I-trend O commission_cal
BOS 请问我的账户买卖佣金执行什么标准？ EOS\	O O O B-subject I-subject I-subject I-subject B-action I-action B-subject I-subject B-action I-action B-object I-object I-object I-object O commission_cal
BOS 我这个帐户佣金费率 EOS\	O B-subject I-subject I-subject I-subject I-subject B-object I-object I-object I-object commission_cal
BOS 佣金多少 EOS\	O B-subject I-subject I-subject I-subject commission_cal
BOS 你好：请问股票一进一出该交多少费用 EOS\	O O O O O O B-subject I-subject B-action I-action I-action I-action O B-action B-object I-object I-object I-object commission_cal
BOS 帐户交易费可以查bu EOS\	O B-subject I-subject I-subject I-subject I-subject O O B-action O O commission_cal
BOS 你好，我咨询一下我的交易税是多少？ EOS\	O O O O O B-action I-action O O O O B-subject I-subject I-subject O O O O commission_cal
BOS 能帮我查一下我的佣金是多少 EOS\	O O O O B-action I-action I-action O O B-subject I-subject O O O commission_cal
BOS 请问现在新开户的帐号交易费是多少 EOS\	O O O B-trading_time I-trading_time B-subject I-subject I-subject O B-object I-object I-object I-object I-object O O O commission_cal
BOS 您好，开户的手续费是多少？ EOS\	O O O O B-action I-action O B-subject I-subject I-subject O O O O commission_cal
BOS 从哪里能查到我的费用呢 EOS\	O O B-channel I-channel O B-action I-action B-subject I-subject I-subject I-subject O commission_cal
BOS 我的服务费怎么这么高 EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O B-trend commission_cal
BOS 我的服务费高 EOS\	O O O B-subject I-subject I-subject B-trend commission_cal
BOS 请问我这个帐号的佣金是多少？ EOS\	O O O O B-subject I-subject I-subject I-subject O B-object I-object O O O O commission_cal
BOS 交易费怎么算 EOS\	O B-subject I-subject I-subject O O B-action commission_cal
BOS 我现在的手续费，是多少？ EOS\	O O B-trading_time I-trading_time O B-subject I-subject I-subject O O O O O commission_cal
BOS 我想了解一下我的股票交易的具体费用 EOS\	O O O B-action I-action I-action I-action B-subject I-subject I-subject I-subject B-action I-action O B-object I-object I-object I-object commission_cal
BOS 我想咨询交易佣金的问题 EOS\	O O O B-action I-action B-subject I-subject I-subject I-subject O O O commission_cal
BOS 我的账户交易费是多高？ EOS\	O B-subject I-subject I-subject I-subject B-subject I-subject I-subject O B-object I-object O commission_cal
BOS 我的交易费率现在还是很高，能不能给我降低一些 EOS\	O O O B-subject I-subject I-subject I-subject B-trading_time I-trading_time O O B-trend I-trend O O O O O O B-action I-action O O commission_cal
BOS 你好 请帮我查询 我的账户 交易手续费的比例 EOS\	O O O O O O O B-action I-action O B-subject I-subject I-subject I-subject O B-subject I-subject I-subject I-subject I-subject O B-object I-object O commission_cal
BOS 我这个账户交易费用是多少 EOS\	O O B-subject I-subject I-subject I-subject B-object I-object I-object I-object O O O commission_cal
BOS 你能查到我佣金吗 EOS\	O O O B-action I-action B-subject I-subject I-subject O commission_cal
BOS 能否查询下我的手续费？ EOS\	O O O B-action I-action O B-subject I-subject I-subject I-subject I-subject O commission_cal
BOS 佣金比其他证卷高这么多，是多少的 EOS\	O B-subject I-subject O B-subject I-subject I-subject I-subject O O O B-trend O O O O O commission_cal
BOS 你好老师我想请教一下，怎样算我买一只股票和卖一只股票所交纳的费用 EOS\	O O O O O O B-action I-action I-action O O O B-action I-action I-action O B-action I-action I-action I-action I-action O B-action I-action I-action I-action I-action O B-action I-action O B-subject I-subject commission_cal
BOS 如何查询我的手续费率 EOS\	O O O B-action I-action B-subject I-subject I-subject I-subject I-subject I-subject commission_cal
BOS 我的佣金利率多少 EOS\	O O O B-subject I-subject I-subject I-subject O O commission_cal
BOS 你好，帮忙查一下我的交易费率是多少 EOS\	O O O O O O B-action O O O O B-subject I-subject I-subject I-subject O O O commission_cal
BOS 如何查看自己的佣金是多少？ EOS\	O O O O O O O O O O O O O O commission_cal
BOS 问下中泰证券手续费多少 EOS\	O O O B-subject I-subject I-subject I-subject B-object I-object I-object O O commission_cal
BOS 咱的手续费是多少？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O commission_cal
BOS 现在我的佣金是多少？ EOS\	O B-trading_time I-trading_time B-subject I-subject I-subject I-subject O O O O commission_cal
BOS 我买沪市股票手续费多少啊 EOS\	O O B-action B-channel I-channel B-subject I-subject B-object I-object I-object O O O commission_cal
BOS 手续费怎么收的 EOS\	O B-subject I-subject I-subject O O B-action O commission_cal
BOS 你们这手续费太高了吧 EOS\	O B-subject I-subject O B-object I-object I-object B-trend I-trend O O commission_cal
BOS 交易费用多少 EOS\	O B-subject I-subject I-subject I-subject I-subject I-subject commission_cal
BOS 我的交易费是多少 EOS\	O B-subject I-subject I-subject I-subject I-subject O O O commission_cal
BOS 现在佣金是万几 EOS\	O B-trading_time I-trading_time B-subject I-subject O O O commission_cal
BOS 请问我这账号拥金是多少？ EOS\	O O O B-subject I-subject I-subject I-subject B-object I-object O O O O commission_cal
BOS 股票交易佣金多少啊 EOS\	O B-subject I-subject B-action I-action B-subject I-subject O O O commission_cal
BOS 股票交易佣金多少啊 EOS\	O B-subject I-subject B-action I-action B-subject I-subject O O O commission_cal
BOS 这个户的买卖费率是多少 EOS\	O B-subject I-subject I-subject O B-action I-action B-subject I-subject O O O commission_cal
BOS 当前费率 EOS\	O B-subject I-subject I-subject I-subject commission_cal
BOS 两个问题，一帮我查下我交易费率，二我想做ST要怎么操作 EOS\	O O O O O O O O O B-action I-action B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O O O commission_cal
BOS 您好，手续费是怎么收取的？谢谢 EOS\	O O O O B-subject I-subject I-subject O B-action I-action I-action I-action O O O O commission_cal
BOS 你好问一下佣金和交易稅是多少 EOS\	O O O O O O B-subject I-subject O B-subject I-subject I-subject O O O commission_cal
BOS 你好问一下佣金和交易稅是多少 EOS\	O O O O O O B-subject I-subject O B-subject I-subject I-subject O O O commission_cal
BOS 我的印花税是多少？ EOS\	O O O B-subject I-subject I-subject B-object I-object I-object O commission_cal
BOS 你好 想问一下我的账户佣金是多少呢？ EOS\	O O O O O B-action I-action I-action O O B-subject I-subject I-subject I-subject O O O O O commission_cal
BOS 你好，我的费率是多少 EOS\	O O O O B-subject I-subject I-subject I-subject O O O commission_cal
BOS 我想问一下，怎样查询我帐户资金交易的手续费？ EOS\	O O O O O O O B-action I-action I-action I-action O B-subject I-subject B-action I-action I-action I-action O B-subject I-subject I-subject O commission_cal
BOS 中泰证券的佣金是多少 EOS\	O B-subject I-subject I-subject I-subject I-subject I-subject I-subject O O O commission_cal
BOS 买进和卖出 手续费是多少 EOS\	O B-action I-action O B-action I-action O B-subject I-subject I-subject O O O commission_cal
BOS 交易手续费 EOS\	O B-subject I-subject I-subject I-subject I-subject commission_cal
BOS s手续费多少 EOS\	O B-subject I-subject I-subject I-subject O O commission_cal
BOS 如何查询手续费 EOS\	O B-channel I-channel B-action I-action B-subject I-subject I-subject commission_cal
BOS 股票手续费怎么计算 EOS\	O O O O O O O O O O commission_cal
BOS 现在手续费双向收费啊 EOS\	O B-trading_time I-trading_time B-subject I-subject I-subject B-action I-action I-action I-action O commission_cal
BOS 我的交易税是多少，是万三还是千三 EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O B-object I-object O O B-object I-object commission_cal
