BOS 钱转不进来 EOS\	O B-subject B-action I-action I-action I-action transfer_failed
BOS 可是资金交易失败 EOS\	O O O B-subject I-subject B-action I-action B-action I-action transfer_failed
BOS 可是资金交易失败 EOS\	O O O B-subject I-subject B-action I-action B-action I-action transfer_failed
BOS 转账流水。转账失败 EOS\	O O O O O O B-action I-action B-action I-action transfer_failed
BOS 转账流水。转账失败 EOS\	O O O B-subject I-subject O B-subject I-subject B-action I-action transfer_failed
BOS 你好，我的资金从银行怎么转不了账 EOS\	O O O O O O O O O O O O O B-action I-action I-action I-action transfer_failed
BOS 你好，银转证怎么显示交易失败 EOS\	O O O O B-subject I-subject I-subject O O O O B-action I-action I-action I-action transfer_failed
BOS 为什么一直是转账失败 EOS\	O O O O O O O B-action I-action I-action I-action transfer_failed
BOS 请问，我为什么转不出来钱 EOS\	O O O O O O O O B-action I-action I-action I-action O transfer_failed
BOS 银行账号状态不正常，无法资金转账，怎么办？ EOS\	O O O O O O O B-action I-action I-action O B-action I-action B-subject I-subject I-subject I-subject O O O O O transfer_failed
BOS 我刚才试了转不了，出来了一片数字 EOS\	O O O O O O B-action I-action I-action O O O O O O O O transfer_failed
BOS 我这怎么还没到转账 EOS\	O O O O O B-subject I-subject I-subject I-subject I-subject transfer_failed
BOS 我这怎么还没到转账 EOS\	O O O O O B-action I-action I-action I-action I-action transfer_failed
BOS 系统为什么显示禁止券商端向银行转账 EOS\	O O O O O O O O B-subject I-subject I-subject I-subject I-subject I-subject I-subject I-subject I-subject I-subject transfer_failed
BOS 请问银证转账为什么无法用 EOS\	O O O B-subject I-subject I-subject I-subject O O O B-action I-action O transfer_failed
BOS 系统为什么显示禁止券商端向银行转账 EOS\	O O O O O O O O B-action I-action B-subject I-subject I-subject I-subject I-subject I-subject I-subject I-subject transfer_failed
BOS 系统为什么显示禁止券商端向银行转账 EOS\	O O O O O O O O O O B-subject I-subject I-subject I-subject I-subject I-subject I-subject I-subject transfer_failed
BOS 资金为什么转不出来 EOS\	O O O O O O B-subject I-subject I-subject I-subject transfer_failed
BOS 银行不能转账 EOS\	O O O O O B-subject I-subject transfer_failed
BOS 从帐户中转帐失败，是什么原因？ EOS\	O O O O O B-subject I-subject O O O O O O O O O transfer_failed
